Source,Content,L1,L2
Non Owned,"💞 SET ÁO CROP TAY PHỒNG + CHÂN VÁY MIDI CUÔI CÁ XỐP 2M  𝗕𝗲̂𝗻 𝗻𝗴𝗼𝗮̀𝗶 𝗯𝗮̆𝗻𝗴 𝗴𝗶𝗮́,𝗸𝗶𝗲̂𝘂 𝘀𝗮 𝗕𝗲̂𝗻 𝘁𝗿𝗼𝗻𝗴 𝗮̂́𝗺 𝗮́𝗽,𝗻𝗲̂́𝘁 𝗻𝗮 𝗱𝗶̣𝘂 𝗱𝗮̀𝗻𝗴 🖤  Tiểuuuu therrr con g.ái nhà aiiii Sỉ 220k / set 🔺 Price: 270k 🔺 Freesize <55kg 〰️〰️〰️〰️〰️〰️〰️〰️〰️ 📌Link nhóm sỉ:  https://zalo.me/g/fdkxtx817 🛒 Shopee.vn/nystorechuyensi               ▪️ 𝐓𝐔𝐘𝐄̂̉𝐍 𝐒𝐈̉ 𝐓𝐎𝐀̀𝐍 𝐐𝐔𝐎̂́𝐂 ▪️",Commercial,Items/price
Non Owned,"Sau bao pha shipper shopee express không thèm gọi điện khi giao hàng rồi quăng hàng t tùm lum thì lần này t đặt t rút kinh nghiệm, cứ 1-2 ngày là vô check tình hình mã đơn, thấy đơn mà đang trên đường đến t ra trước cửa nhà chờ luôn để ổng ship không quăng cục hàng của t lung tung nữa :)))",Delivery,Driver
Non Owned,Khách của khách hàng : alo cho hỏi sdt này của ai mà gọi hoài vào sdt vợ tôi vậy            Giao hàng : có gì vậy không anh                    Khách hàng : thấy ngày nào cũng gọi nói chuyện rất nhẹ nhàng nên hỏi thế thôi        Giao hàng : em là shiper anh ơi 😀😀😀  Khách hàng : tút tút 🤣🤣🤣                         Bởi vậy nghề nào cũng có cái nỗi niềm riêng 🤣🤣🤣shopee Xress,Others,Cannot defined
Google Play,Cũng ok mà sao độ này cứ lỗi nhiều thế muốn vào cũng kh vào được rất bực mình,Feature,App performance
Google Play,N vậy.,Others,Cannot defined
Owned,Username : virgodontgo  #ShopeePay55 #DunggiPAYnay #GhienShopeePay  REVIEW TÍNH NĂNG THANH TOÁN FPT PLAY  Nếu các bạn là một mọt phim thì tất nhiên sẽ biết đến FPT PLAY là một nền tảng chuyên cập nhật phim bản quyền siêu hay.  Càng tuyệt vời hơn khi FPT PLAY kết hợp với ShopeePay ưu đãi giảm 50% và dễ dàng thanh toán trực tuyến. Bạn chỉ cần vào web đăng nhập chọn gói dịch vụ muốn mua thanh toán rồi áp mã voucher là được giảm 30.000VNĐ.,Commercial,Shopee Programs
Google Play,Cài lại máy đăng nhập lại bắt quét mã QR tài khoản mới cho đăng nhập. Mà có đăng nhập được đâu mà có mã QR để quét,Shopee account,Account security
Google Play,cứ đơ suốt? nhà phát hành khắc phục tình trạng này đi chứ,Feature,App performance
Google Play,Cứ lỗi miết vậy s mà mua🙄,Others,Cannot defined
Google Play,"Kiếm tiền 𝗞 cần vốn, vay 𝗞 lãi thì vào trang mình 🥰",Others,Cannot defined
Google Play,Load chậm,Feature,App performance
Google Play,App sv như cc,Others,Cannot defined
Google Play,"Vc đang đặt hàng gần 2-3 tuần đợi bỏ mẹ ra, xem lại đơn thấy shoppe hủy đơn",Order/Item,Order cancelled
Non Owned,"- KHÔNG MUA CŨNG ĐƯỢC, NHƯNG TIẾC LẮM🤣  XẢ XẢ CHO HẾT HÀNG #100k/7 BỊCH DÙNG BÉT NHÈ. (7 luôn chơ ko phải 5 nữa ạ)  TRỜI NI GIẶT ĐỒ KO XẢ NHƯ KO GIẶT Ý Đây là nước xả vải Comfort của Thái. Mỗi bịch ntn là #580ml. Nếu ai chưa dùng hàng Thái thì nên thử đi ạ. Thơm mát, thơm lâu, mềm vải và đặc biệt loại bỏ cặn máy giặt cực kì hiệu quả. Thế thôi nhé. Em k giới thiệu nhiều. Thơm khắp nhà luôn ạ. K ai đọc nhầm giá đâu nhé. Lh 0962846684 zalo Sip 20k 👉Có lazzada-Shoppee!",Others,Cannot defined
iOS,kh áp mã miễn phí vận chuyển được,Feature,Apply Voucher
Google Play,Load chậm như quỷ,Feature,App performance
Owned,📣 Hôm nay với trận mở màng của Đại Chiến Siêu Sao mua sắm thật sự rất thú vị. Với sự thm gia của chị Cano và chị Ngọc Hoa đã tạo ra một buổi live hài hước. Hai chị rất là thông minh và chơi thử thách rất nhiệt tình.   Về dự đoán ai sẽ vào vòng trong để gặp mặt Lê Dương Bảo Lâm và Khả Như thì mình nghĩ sẽ là chị Cano vì dù gì thì chị cũng đã từng tham gia game show trên Shopee rồi nên ít nhiều cũng có kinh nghiệm. Với sự đa tài và thông minh của chị nữa thì đoán là chị sẽ vào vòng trong 👍💗  #99DaiChienSieuSaoMuaSam,Commercial,Shopee Programs
Google Play,Khóa tài khoản mà không đưa ra lý do cụ thể (tài khoản shopee pay còn 49k),Shopee account,Banned/blocked
Google Play,"Quá tệ hại, nhất là việc thông đồng với chủ shop lừa khách hàng, giao hàng kem chât lượng mình muốn đổi trả lây lại tiền thì bọn nó không thèm lại lấy hàng mà up lên hệ thống là mình không nhận cuộc gọi, ai mà k biết là mất tiền, lũ chó nhân viênc thì trả lời copy dán, mọi người đùng bao giờ xai, mẹ toàn âm binh",Return/Refund,Dispute
Owned,"Chào đón tháng 6 cùng Shopee Ngày 6.6 này siêu sale giữa năm có gì taaaa!! Mình dùng khá nhiều mạng di động nhưng mà đã có shopeePay lo ... vì shopeepay có rất là nhiều ưu đãi khi nạp data, mạng điện thoại quá là ưu đãi nhaaa  #ShopeePay66 #ShopeePaySelfiethietcung",Commercial,Promotions
Google Play,Kh hề đặt đc đồ,Shopee account,Banned/blocked
Google Play,Gắp xu ko đc suốt ngày rơi mặc máy gắp chính giữa xu rồi toàn ăn xu của ng dùng thôi 😠 bực cả mk 😠,Others,Cannot defined
Google Play,Đặt hàng xong bay acc luon :)),Shopee account,Banned/blocked
Google Play,Phiền đang chơi game suốt ngày qoảng cáo như cặk,Commercial,Promotions
HC search,đang chơi game mà qc,Commercial,Promotions
Google Play,Vô không được lun 😧😌nên cho 2 sao thôi,Feature,App performance
Google Play,Giao hàng ko 1 cuộc gọi ma bảo giao hàng ko thành công do 1 người nhận ko o nhà vl,Delivery,Driver
Google Play,Đcmm như pon,Others,Cannot defined
Google Play,Đăng nhập đt cx bắt xác minh qr code thì vào bằng niềm tin à :)),Shopee account,Account security
Google Play,Ứng dụng bị lỗi không đặt hàng được yêu cầu hỗ trợ thì bắt người dùng phải khôi phục lại cài đặt gốc điện thoại. Vô lí,Feature,App performance
Google Play,Mấy hôm nay kh thanh toán đc ví shoppe. Mặc dù đã cập nhật ứng dụng rồi gỡ cài đặt tải lại mấy lần cũng chẳng đc. Đề nghị khắc phục!!!⚠⚠⚠,Payment,ShopeePay
Non Owned,Chàng Cháu Dâu về quê được Ngoại nấu “Lươn Đồng Kho Sả” theo cách của Ngoại cho ăn   #SieuDaiNhacHoiTrangRam #Shopee99NgaySieuMuaSam,Others,Cannot defined
Google Play,Từ ngày shopee giao hàng đổ cho đv vận chuyển shopee express mình quyết tâm rời shopee,Delivery,SPX
Non Owned,"[GẤP] Mình cần tìm 50 người đặt đơn SHOPEE, CÓ NHẬN HÀNG. (shipper đến gọi mk chuyển khoản) (ĐẶT CÁ NHÂN, K ĐẶT THEO NHÓM) 10K/ĐƠN - KHÔNG áp mã Yêu cầu : - Nhận hàng như đơn thật - Nick đặt đơn >1 tháng - Tài khoản thật, SĐT thật, đã có đơn hàng giao thành công - Shipper giao hàng gọi mình thanh toán cho shipper - Đánh giá xong mình bank tiền qua tài khoản * LƯU Ý: Nhận đơn => Đánh giá review sản phẩm có tâm (hình ảnh bên mình cung cấp) => Đánh giá xong, gửi ảnh mình kiểm tra => Mình sẽ bank tiền ngay Inbox qua zalo: 0566149514 vào việc ngay ạ",Others,Scam
iOS,Dêa,Others,Cannot defined
Google Play,cập nhật xong lỗi nhiều vc,Others,Cannot defined
Non Owned,"Em shop mới , mọi người chéo giúp em với ạ ❤️😊 Uy tín trả đủ ngay khi có thông báo ạ !! Link 👉👉    https://shope.ee/4pbkRgyUoE Cảm ơn mọi người nhiều! #Shopee #sub #linhchishop",Others,Seller
Google Play,chán,Others,Cannot defined
Google Play,Đang lỗi mạng mua đồ ko đc,Feature,App performance
Google Play,Áp này lừa đảo đó Giao hàng không đúng bảo trả lại hàng không triệu chui nữa lừa đảo,Return/Refund,Dispute
Google Play,Ngày lỗi mười mấy lần. Lỗi đâu lắm thế.,Others,Cannot defined
HC search,làm sao để khôi phục tài khoản,Shopee account,Account security
Google Play,"1 số điện thoại không tạo được nhiều tài khoản :)) App lâu lâu bị đơ Mã freeship ít, với ship mắc quá",Delivery,Shipping fee
Non Owned,"Trời trở lạnh sắp vào đông rồi, giữ ấm cơ thể, phòng chống cảm cúm cho các em bé,ông bà và mọi người trong nhà thôi ạ! TINH DẦU TRÀM NHÀ NẤU quê Nội quảng trị! Đảm bảo 100% nguyên chất, mùa này tinh dầu đang khang hiếm và nhiều nơi giá tăng rất cao nhưng tình dầu nhà e vẫn bình ổn giá ạ! E cam kết tinh dầu nhà e nói ko với pha trộn, ai chuyên dùng lâu năm chỉ cần ngửi vào là biết ngay! Nay e bán giá tương tác rẻ bèo để các ace3 nhà mình dùng thử và cảm nhận thế nào là Tinh Dầu "" Chất"" Giá hủy diệt _ TINH DẦU TRÀM GIÓ CAO CẤP QUẢNG TRỊ rẻ hơn cả e bán shoppe đây ạ! Chai 10ml 55k 20ml 95k 50ml 145k 100ml 275k Hộp sáp giữ ấm tình dầu tràm 65k Phí ship 20k toàn quốc đi từ q12 ZALO: 0983509879 #tinhdautramnguyenchat #sapgiuam",Others,Cannot defined
Google Play,Đi đâu cũng gặp quảng cáo của Shopee:)))))))))),Commercial,Promotions
Google Play,Chán phèo,Others,Cannot defined
Owned,**Chọn thì chọn không chọn thì chọn 😆👍**  Sốp chọn gì cho món quà năm mới? Thả icon liền tay :*   Tung vía cầu gì được nấy nè!   ________________________________________  **#Shopee #LapnghiepvoiShopee **,Others,Cannot defined
Google Play,"Cảm giác tệ hại ức ché khi mua đồ trên app, nhân viên support không ra gì. Các chương trình giảm giá lừa đảo. Áp mà xong hàng ko giao. Các đối tác giao hàng cực tệ.",Delivery,Delivery time
Non Owned,Ngày Vệ sinh tay Thế giới 5/5 dần tiếp cận rộng hơn đến cộng đồng,Others,Cannot defined
iOS,"Tôi chính thức bỏ không bán Shopee nữa và sẽ chuyển sang đi mua hàng.
 Mua hàng auto được xử thắng, bán hàng auto xử thua. Haha
 Mua hàng ở Shopee mang sang Lazada bán :)))",Return/Refund,Dispute
Google Play,Nhiều shop lừa đảo quá,Buyer complained seller,Customer service (didn't respond/impolite)
Google Play,Ứng dụng chạy quá chậm khi vào lâu mong ad xem và chỉnh sửa. đang điện thoại đời cao ram 8gb,Feature,App performance
Google Play,"Quá tệ, shopee tệ!!! em ghét shopee 😡 Bye Shopee em và gia đình chuyển qua Lazada :)",Others,Cannot defined
iOS,Tải ứng dụng về mà mở ra toàn lỗi không mở được,Others,Cannot defined
Non Owned,Chỉ vì bị tố cáo nhân viên bên shopee express đã cùng 1 p xăm trổ qua đe doạ bố mẹ e nên mn cân nhắc khi nhận hàng đơn vị này ạ,Delivery,SPX
iOS,Kh hiểu làm ăn kiểu gì,Others,Cannot defined
iOS,Chính sách trả hàng/ hoàn tiền từ ngày 18/4/2022 thật sự quá ép người bán. Làm gì có lý là khách không cần trả hàng vẫn đc hoàn tiền?,Return/Refund,Dispute
Google Play,Đi đâu cũng Qc sóp pi😢,Commercial,Promotions
Google Play,"sao của mình không có mã giảm vậy ạ , mà có thì cũng không sài được là sao , shoppe dạo này lag kinh khủng muốn vô xem 1 sản phẩm cũng khó",Feature,App performance
Google Play,lỗi hoài luôn... biết là app nổi nhưng lỗi như này thì chịu haizz,Feature,App performance
Google Play,Vì ko được kiển tra hàng,Order/Item,Order/Item Others
Google Play,Không dùng vô chờ được,Feature,Apply Voucher
Google Play,Shopee làm ăn càng ngày càng chả ra sao,Others,Cannot defined
Non Owned,Như này là như nào ạ ship chưa gọi cho tôi mà đã báo như vậy,Delivery,Driver
Google Play,"Shoppe sau khi sang năm mới thay đổi rõ tài khoản của tôi k thể mua hàng được gặp rất nhiều lỗi như f20,f02, d01, f06, u02, Chắc tôi chuyển sang app khác :((",Others,Cannot defined
Google Play,Chán,Others,Cannot defined
Google Play,Các ông bỏ ngay kiểu làm ăn độc quyền đi. Không ôm được mảng vận chuyển thì nhả ra cho các bên khác làm. Các ông có đáp ứng được nhu cầu đâu mà shop nào cũng thấy dùng spx. Giao hàng toàn 6 -10 ngày từ Hà Nội - Vĩnh Phúc. Hàng tươi sống cây cối thì hỏng hết còn gì. Vote kêu gọi ae chuyển qua trang thương mại khác,Delivery,SPX
Google Play,Tốt,Others,Cannot defined
Google Play,Tại sao thiết bị của tôi tải ứng dụng nhưng không thể đăng nhập tài khoản shopee,Shopee account,Sign up/Log in
Google Play,Vay Online 0% thì vô VAY9 . C0M,Others,Cannot defined
Google Play,Hỗ trợ chậm vcl đặt hàng shop này thì đến lúc nhận hàng không phải shop đấy,Services,Contact Agent
Google Play,Chán quãng cáo,Commercial,Promotions
Google Play,Không mua hàng được:((,Others,Cannot defined
Google Play,Mẹ mày đôu ra xuất hiện quảng cáo trong liên quân dị đang chơi cái quảng cáo r thua luôn :)),Commercial,Promotions
Google Play,Không tôt,Others,Cannot defined
Google Play,Dạo này shopee lag cực 😊,Feature,App performance
Google Play,app như l . tự nhiên khoá acc chả ai làm gì,Shopee account,Banned/blocked
Google Play,Khắc phục sớm đi,Others,Cannot defined
Google Play,"Mua hàng đợi rất lâu đặt mấy hàng thì mới được 1 Hàng shopee cần phải sửa chỉnh hơn nỗi này mẹ con chó shopee toàn quảng cáo nhiều không có thời gian ngắn ngủi nào để chơi game cứ vào mấy giây là quảng cáo với lại đồ ngoài chợ đầy nâng giá cao rồi giảm giá với lại người bán cho tiền người quen mua rồi đánh giá 5 sao lag , mất tiền mua mà mất mấy lần không nhận được hàng",Delivery,Delivery time
Google Play,Lỗi rất nhiều đặc biệt phần ví shoppe không đăng nhập được khiến nguời dùng không thể hoàn tiền được,Payment,ShopeePay
Google Play,Cai dit me no boc noi trúng ma dau thấy trung dau kiu bấm ro toan noi ji ko,Others,Cannot defined
Non Owned,"Túi đeo vai, kẹp nách 2 dây đeo, quai xích và quai da ELENOR, Phong Cách Hàn Quốc TC43 được giảm 54%! Chỉ còn ₫119.000 - ₫130.000. Mua ngay trên Shopee! https://shope.ee/1AnOuDToFl",Commercial,Items/price
Google Play,Ko giải quyết được vấn đề gì cả,Others,Cannot defined
Google Play,Tài khoản shopee phan0302 của tôi đột nhiên bị khoá Tài khoản này đã liên kết với tài khoản ngân hàng và tôi đã nộp tiền trong shopee ( vẫn còn tiền) Và tôi cũng đã đặt mấy đơn hàng nữa mà shopee đột nhiên đi khoá tài khoản của tôi Hãy mở tài khoản này giúp tôi Cảm thấy shopee càng ngày càng tệ Tự nhiên đi khoá tài khoản shopee này của tôi Tài khoản này thật sự rất quan trọng đối với tôi. Hãy mở khoá giúp tôi 😭😭😭😭🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,Shopee account,Banned/blocked
Google Play,Bực mk vụ shope xu tặng SGD. trog khi mk mời toàn sdt chính chủ vẫn trừ,Others,Crisis/issues
Google Play,Bịp sao ko cho t đặt hàng Lúc đầu t tưởng máy t bị lỗi nhưng mà t chuyển sang máy khác vẫn ko đặt được hàng T đã thử đặt đủ thể loại hàng mà ko được Bịp bố mầy cmm làm ăn lừa đảo(((:,Others,Cannot defined
Non Owned,"shopee.vn/bong_boutique2306 Em mới lập shopee , mọi người fl e nhé ạ , e hứa sẽ trả đủ",Others,Seller
Google Play,"Lỗi nha, bực nha",Feature,App performance
Google Play,Hôm nay shoppe bị lỗi hả mng. K vào dc. Vào dc tự động đăng xuất. Xong k mua dc luôn 🤣,Shopee account,Sign up/Log in
Google Play,Rất là lác trong khi đó mạng nhà t rất khỏe . Tại bực mik quá nên vào đây đánh giá cho 1*,Feature,App performance
Non Owned,Mình cần 10 bạn đặt đơn shopee Có áp mã FS 15k 1 đơn Không áp mã 10k 1 đơn Đặt về địa chỉ Hà Nội Yêu cầu: Tài khoản thật đã có đơn thành công và mỗi người chỉ được đặt 1 lần và ko dùng nhiều tài khoản để đặt Đánh giá xong bank tiền ngay,Others,Seller
Non Owned,"Thua lỗ thảm, startup công nghệ Đông Nam Á sa thải hàng ngàn nhân sự",Others,Branding
Google Play,Tự dưng khóa tài khoản tôi còn 2 đơn hàng tôi thanh toán rồi giờ mất tiền không hả không hiểu làm ăn kiểu gì🙂,Shopee account,Banned/blocked
